data size: 40GB, 20 tables, each 8M rows. Two storage shards, each containing 10 tables. Kunlun-mysql Innodb buffer pool size: 16GB
======================== 500 conns ======================== 
Tue Mar 2 03:00:06 EST 2021
kunlun oltp.lua, read only, 10 point selects
sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 500
Report intermediate results every 1 second(s)
Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 500, tps: 8092.34, reads: 85071.09, writes: 0.00, response time: 172.02ms (95%), errors: 0.00, reconnects:  0.00
[  19s] threads: 500, tps: 9309.06, reads: 92536.60, writes: 0.00, response time: 116.22ms (95%), errors: 0.00, reconnects:  0.00
[  20s] threads: 500, tps: 9349.02, reads: 93842.21, writes: 0.00, response time: 140.30ms (95%), errors: 0.00, reconnects:  0.00
[  21s] threads: 500, tps: 9612.00, reads: 95886.02, writes: 0.00, response time: 126.95ms (95%), errors: 0.00, reconnects:  0.00
[  22s] threads: 500, tps: 8517.00, reads: 85093.98, writes: 0.00, response time: 124.54ms (95%), errors: 0.00, reconnects:  0.00
[  23s] threads: 500, tps: 8082.04, reads: 80589.38, writes: 0.00, response time: 87.66ms (95%), errors: 0.00, reconnects:  0.00
[  24s] threads: 500, tps: 9305.98, reads: 93116.79, writes: 0.00, response time: 135.23ms (95%), errors: 0.00, reconnects:  0.00
[  25s] threads: 500, tps: 9128.98, reads: 91370.76, writes: 0.00, response time: 139.92ms (95%), errors: 0.00, reconnects:  0.00
[  26s] threads: 500, tps: 8393.98, reads: 84029.84, writes: 0.00, response time: 120.43ms (95%), errors: 0.00, reconnects:  0.00
[  27s] threads: 500, tps: 8810.97, reads: 88217.66, writes: 0.00, response time: 130.77ms (95%), errors: 0.00, reconnects:  0.00
[  28s] threads: 500, tps: 8974.05, reads: 89866.53, writes: 0.00, response time: 135.67ms (95%), errors: 0.00, reconnects:  0.00
[  29s] threads: 500, tps: 8926.98, reads: 91380.81, writes: 0.00, response time: 129.91ms (95%), errors: 0.00, reconnects:  0.00
[  30s] threads: 500, tps: 9390.01, reads: 91451.10, writes: 0.00, response time: 127.10ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 500, tps: 8799.99, reads: 86983.89, writes: 0.00, response time: 122.76ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 500, tps: 8879.97, reads: 90214.69, writes: 0.00, response time: 111.88ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 500, tps: 9482.01, reads: 95607.10, writes: 0.00, response time: 143.66ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 500, tps: 9711.03, reads: 94918.29, writes: 0.00, response time: 142.07ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 500, tps: 9342.01, reads: 94407.14, writes: 0.00, response time: 142.07ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 500, tps: 9131.77, reads: 90661.68, writes: 0.00, response time: 120.83ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 500, tps: 9295.24, reads: 93584.45, writes: 0.00, response time: 125.21ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 500, tps: 9598.99, reads: 97317.86, writes: 0.00, response time: 139.38ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 500, tps: 9363.99, reads: 92431.87, writes: 0.00, response time: 134.78ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 500, tps: 9114.98, reads: 91104.78, writes: 0.00, response time: 111.25ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 500, tps: 9462.09, reads: 94060.85, writes: 0.00, response time: 127.22ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 500, tps: 8032.95, reads: 80224.46, writes: 0.00, response time: 107.26ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 500, tps: 9260.97, reads: 94657.72, writes: 0.00, response time: 125.85ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 500, tps: 8238.03, reads: 81100.30, writes: 0.00, response time: 112.46ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 500, tps: 9250.97, reads: 92662.75, writes: 0.00, response time: 143.27ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 500, tps: 9333.05, reads: 93226.49, writes: 0.00, response time: 133.50ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 500, tps: 9249.97, reads: 92413.66, writes: 0.00, response time: 143.96ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 500, tps: 8382.97, reads: 83937.71, writes: 0.00, response time: 121.41ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 500, tps: 9166.01, reads: 91475.13, writes: 0.00, response time: 123.06ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 500, tps: 9163.02, reads: 92018.22, writes: 0.00, response time: 132.15ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 500, tps: 9636.01, reads: 95929.07, writes: 0.00, response time: 130.81ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 500, tps: 8757.01, reads: 89419.06, writes: 0.00, response time: 127.98ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 500, tps: 9417.98, reads: 93465.85, writes: 0.00, response time: 137.72ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 500, tps: 9138.01, reads: 90396.14, writes: 0.00, response time: 122.58ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 500, tps: 9151.00, reads: 91850.98, writes: 0.00, response time: 123.83ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 500, tps: 9103.73, reads: 90650.31, writes: 0.00, response time: 122.07ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 500, tps: 9402.33, reads: 94142.31, writes: 0.00, response time: 130.46ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 500, tps: 8681.98, reads: 86516.79, writes: 0.00, response time: 115.56ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 500, tps: 8544.97, reads: 85687.66, writes: 0.00, response time: 117.30ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 500, tps: 8698.03, reads: 88215.31, writes: 0.00, response time: 117.83ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 500, tps: 9575.00, reads: 94187.04, writes: 0.00, response time: 139.67ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 500, tps: 9216.39, reads: 91979.91, writes: 0.00, response time: 130.65ms (95%), errors: 0.00, reconnects:  0.00
[  63s] threads: 500, tps: 9084.61, reads: 91239.12, writes: 0.00, response time: 134.42ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 500, tps: 8431.99, reads: 84448.91, writes: 0.00, response time: 120.07ms (95%), errors: 0.00, reconnects:  0.00
[  65s] threads: 500, tps: 7993.99, reads: 80054.87, writes: 0.00, response time: 113.33ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 500, tps: 8469.03, reads: 84457.26, writes: 0.00, response time: 119.25ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 500, tps: 9072.01, reads: 90570.06, writes: 0.00, response time: 121.34ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 500, tps: 9428.99, reads: 93626.89, writes: 0.00, response time: 133.42ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 500, tps: 9248.96, reads: 93524.57, writes: 0.00, response time: 130.49ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 500, tps: 8817.04, reads: 88029.37, writes: 0.00, response time: 133.50ms (95%), errors: 0.00, reconnects:  0.00
[  71s] threads: 500, tps: 8574.05, reads: 85476.48, writes: 0.00, response time: 108.26ms (95%), errors: 0.00, reconnects:  0.00
[  72s] threads: 500, tps: 8828.96, reads: 89351.62, writes: 0.00, response time: 144.82ms (95%), errors: 0.00, reconnects:  0.00
[  73s] threads: 500, tps: 9490.05, reads: 91846.47, writes: 0.00, response time: 128.56ms (95%), errors: 0.00, reconnects:  0.00
[  74s] threads: 500, tps: 9227.95, reads: 94329.47, writes: 0.00, response time: 136.65ms (95%), errors: 0.00, reconnects:  0.00
[  75s] threads: 500, tps: 9039.96, reads: 90597.63, writes: 0.00, response time: 128.63ms (95%), errors: 0.00, reconnects:  0.00
[  76s] threads: 500, tps: 9351.98, reads: 91978.79, writes: 0.00, response time: 129.56ms (95%), errors: 0.00, reconnects:  0.00
[  77s] threads: 500, tps: 9057.06, reads: 92928.60, writes: 0.00, response time: 116.05ms (95%), errors: 0.00, reconnects:  0.00
[  78s] threads: 500, tps: 8377.00, reads: 82940.97, writes: 0.00, response time: 106.88ms (95%), errors: 0.00, reconnects:  0.00
[  79s] threads: 500, tps: 8927.02, reads: 90052.21, writes: 0.00, response time: 131.99ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 500, tps: 9135.00, reads: 88473.04, writes: 0.00, response time: 121.38ms (95%), errors: 0.00, reconnects:  0.00
[  81s] threads: 500, tps: 8392.04, reads: 85187.37, writes: 0.00, response time: 117.66ms (95%), errors: 0.00, reconnects:  0.00
[  82s] threads: 500, tps: 9307.93, reads: 93861.27, writes: 0.00, response time: 130.69ms (95%), errors: 0.00, reconnects:  0.00
[  83s] threads: 500, tps: 8369.00, reads: 83768.01, writes: 0.00, response time: 120.47ms (95%), errors: 0.00, reconnects:  0.00
[  84s] threads: 500, tps: 8965.98, reads: 89368.81, writes: 0.00, response time: 117.48ms (95%), errors: 0.00, reconnects:  0.00
[  85s] threads: 500, tps: 9184.02, reads: 91725.19, writes: 0.00, response time: 128.86ms (95%), errors: 0.00, reconnects:  0.00
[  86s] threads: 500, tps: 9195.96, reads: 92189.57, writes: 0.00, response time: 121.23ms (95%), errors: 0.00, reconnects:  0.00
[  87s] threads: 500, tps: 9087.05, reads: 91080.46, writes: 0.00, response time: 129.29ms (95%), errors: 0.00, reconnects:  0.00
[  88s] threads: 500, tps: 8851.01, reads: 88795.06, writes: 0.00, response time: 122.14ms (95%), errors: 0.00, reconnects:  0.00
[  89s] threads: 500, tps: 9358.00, reads: 93313.98, writes: 0.00, response time: 130.53ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 500, tps: 9072.99, reads: 90625.92, writes: 0.00, response time: 128.56ms (95%), errors: 0.00, reconnects:  0.00
[  91s] threads: 500, tps: 9075.02, reads: 90862.18, writes: 0.00, response time: 136.04ms (95%), errors: 0.00, reconnects:  0.00
[  92s] threads: 500, tps: 9342.01, reads: 93394.09, writes: 0.00, response time: 126.99ms (95%), errors: 0.00, reconnects:  0.00
[  93s] threads: 500, tps: 8651.96, reads: 87255.60, writes: 0.00, response time: 127.25ms (95%), errors: 0.00, reconnects:  0.00
[  94s] threads: 500, tps: 9360.03, reads: 92822.29, writes: 0.00, response time: 126.23ms (95%), errors: 0.00, reconnects:  0.00
[  95s] threads: 500, tps: 9079.99, reads: 90813.94, writes: 0.00, response time: 123.46ms (95%), errors: 0.00, reconnects:  0.00
[  96s] threads: 500, tps: 8913.03, reads: 88999.27, writes: 0.00, response time: 127.29ms (95%), errors: 0.00, reconnects:  0.00
[  97s] threads: 500, tps: 9036.96, reads: 90509.56, writes: 0.00, response time: 113.95ms (95%), errors: 0.00, reconnects:  0.00
[  98s] threads: 500, tps: 8971.02, reads: 89586.20, writes: 0.00, response time: 134.14ms (95%), errors: 0.00, reconnects:  0.00
[  99s] threads: 500, tps: 8561.69, reads: 86401.89, writes: 0.00, response time: 108.46ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 500, tps: 9240.32, reads: 93167.26, writes: 0.00, response time: 143.70ms (95%), errors: 0.00, reconnects:  0.00
[ 101s] threads: 500, tps: 9460.99, reads: 91089.93, writes: 0.00, response time: 138.21ms (95%), errors: 0.00, reconnects:  0.00
[ 102s] threads: 500, tps: 8882.00, reads: 90329.98, writes: 0.00, response time: 119.18ms (95%), errors: 0.00, reconnects:  0.00
[ 103s] threads: 500, tps: 9414.01, reads: 94283.08, writes: 0.00, response time: 119.25ms (95%), errors: 0.00, reconnects:  0.00
[ 104s] threads: 500, tps: 9445.97, reads: 94407.73, writes: 0.00, response time: 140.97ms (95%), errors: 0.00, reconnects:  0.00
[ 105s] threads: 500, tps: 9053.03, reads: 89983.26, writes: 0.00, response time: 108.26ms (95%), errors: 0.00, reconnects:  0.00
[ 106s] threads: 500, tps: 9327.01, reads: 94078.09, writes: 0.00, response time: 128.06ms (95%), errors: 0.00, reconnects:  0.00
[ 107s] threads: 500, tps: 9127.00, reads: 91534.98, writes: 0.00, response time: 134.22ms (95%), errors: 0.00, reconnects:  0.00
[ 108s] threads: 500, tps: 9449.01, reads: 94977.12, writes: 0.00, response time: 131.59ms (95%), errors: 0.00, reconnects:  0.00
[ 109s] threads: 500, tps: 8835.97, reads: 87705.74, writes: 0.00, response time: 115.70ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 500, tps: 8832.00, reads: 88395.05, writes: 0.00, response time: 129.37ms (95%), errors: 0.00, reconnects:  0.00
[ 111s] threads: 500, tps: 9585.97, reads: 95799.67, writes: 0.00, response time: 126.72ms (95%), errors: 0.00, reconnects:  0.00
[ 112s] threads: 500, tps: 8479.04, reads: 84620.43, writes: 0.00, response time: 113.13ms (95%), errors: 0.00, reconnects:  0.00
[ 113s] threads: 500, tps: 9411.00, reads: 94347.01, writes: 0.00, response time: 138.09ms (95%), errors: 0.00, reconnects:  0.00
[ 114s] threads: 500, tps: 9149.99, reads: 91252.88, writes: 0.00, response time: 132.78ms (95%), errors: 0.00, reconnects:  0.00
[ 115s] threads: 500, tps: 9361.02, reads: 93545.16, writes: 0.00, response time: 133.58ms (95%), errors: 0.00, reconnects:  0.00
[ 116s] threads: 500, tps: 9417.99, reads: 96406.94, writes: 0.00, response time: 132.78ms (95%), errors: 0.00, reconnects:  0.00
[ 117s] threads: 500, tps: 9629.01, reads: 94600.10, writes: 0.00, response time: 125.55ms (95%), errors: 0.00, reconnects:  0.00
[ 118s] threads: 500, tps: 9592.00, reads: 96505.02, writes: 0.00, response time: 130.34ms (95%), errors: 0.00, reconnects:  0.00
[ 119s] threads: 500, tps: 8175.98, reads: 80956.85, writes: 0.00, response time: 102.61ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 500, tps: 8208.99, reads: 83111.91, writes: 0.00, response time: 110.02ms (95%), errors: 0.00, reconnects:  0.00
[ 121s] threads: 500, tps: 9520.03, reads: 94140.32, writes: 0.00, response time: 129.21ms (95%), errors: 0.00, reconnects:  0.00
[ 122s] threads: 500, tps: 9266.97, reads: 92976.66, writes: 0.00, response time: 134.98ms (95%), errors: 0.00, reconnects:  0.00
[ 123s] threads: 500, tps: 9220.97, reads: 92483.72, writes: 0.00, response time: 137.27ms (95%), errors: 0.00, reconnects:  0.00
[ 124s] threads: 500, tps: 9300.03, reads: 92337.31, writes: 0.00, response time: 130.73ms (95%), errors: 0.00, reconnects:  0.00
[ 125s] threads: 500, tps: 9332.00, reads: 95429.96, writes: 0.00, response time: 125.29ms (95%), errors: 0.00, reconnects:  0.00
[ 126s] threads: 500, tps: 8892.01, reads: 86866.09, writes: 0.00, response time: 124.80ms (95%), errors: 0.00, reconnects:  0.00
[ 127s] threads: 500, tps: 9243.00, reads: 93479.01, writes: 0.00, response time: 137.84ms (95%), errors: 0.00, reconnects:  0.00
[ 128s] threads: 500, tps: 8472.01, reads: 83684.06, writes: 0.00, response time: 115.35ms (95%), errors: 0.00, reconnects:  0.00
[ 129s] threads: 500, tps: 9047.99, reads: 90510.85, writes: 0.00, response time: 110.49ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 500, tps: 8798.87, reads: 88409.71, writes: 0.00, response time: 116.78ms (95%), errors: 0.00, reconnects:  0.00
[ 131s] threads: 500, tps: 9296.12, reads: 93780.17, writes: 0.00, response time: 125.33ms (95%), errors: 0.00, reconnects:  0.00
[ 132s] threads: 500, tps: 9413.07, reads: 93504.71, writes: 0.00, response time: 124.09ms (95%), errors: 0.00, reconnects:  0.00
[ 133s] threads: 500, tps: 9557.92, reads: 95066.17, writes: 0.00, response time: 137.39ms (95%), errors: 0.00, reconnects:  0.00
[ 134s] threads: 500, tps: 9256.04, reads: 91446.41, writes: 0.00, response time: 113.16ms (95%), errors: 0.00, reconnects:  0.00
[ 135s] threads: 500, tps: 9132.65, reads: 91922.52, writes: 0.00, response time: 144.52ms (95%), errors: 0.00, reconnects:  0.00
[ 136s] threads: 500, tps: 9184.30, reads: 92397.00, writes: 0.00, response time: 148.78ms (95%), errors: 0.00, reconnects:  0.00
[ 137s] threads: 500, tps: 9556.00, reads: 95275.02, writes: 0.00, response time: 137.59ms (95%), errors: 0.00, reconnects:  0.00
[ 138s] threads: 500, tps: 8751.04, reads: 88186.43, writes: 0.00, response time: 120.65ms (95%), errors: 0.00, reconnects:  0.00
[ 139s] threads: 500, tps: 9033.00, reads: 89642.01, writes: 0.00, response time: 116.78ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 500, tps: 9778.99, reads: 98303.93, writes: 0.00, response time: 131.71ms (95%), errors: 0.00, reconnects:  0.00
[ 141s] threads: 500, tps: 9228.00, reads: 92765.03, writes: 0.00, response time: 129.02ms (95%), errors: 0.00, reconnects:  0.00
[ 142s] threads: 500, tps: 9470.98, reads: 93906.76, writes: 0.00, response time: 135.23ms (95%), errors: 0.00, reconnects:  0.00
[ 143s] threads: 500, tps: 9154.03, reads: 91633.27, writes: 0.00, response time: 134.78ms (95%), errors: 0.00, reconnects:  0.00
[ 144s] threads: 500, tps: 8969.64, reads: 89800.43, writes: 0.00, response time: 126.76ms (95%), errors: 0.00, reconnects:  0.00
[ 145s] threads: 500, tps: 8994.34, reads: 91837.45, writes: 0.00, response time: 140.17ms (95%), errors: 0.00, reconnects:  0.00
[ 146s] threads: 500, tps: 9428.99, reads: 92159.91, writes: 0.00, response time: 132.90ms (95%), errors: 0.00, reconnects:  0.00
[ 147s] threads: 500, tps: 9380.03, reads: 93850.28, writes: 0.00, response time: 139.71ms (95%), errors: 0.00, reconnects:  0.00
[ 148s] threads: 500, tps: 9463.03, reads: 94754.30, writes: 0.00, response time: 133.58ms (95%), errors: 0.00, reconnects:  0.00
[ 149s] threads: 500, tps: 9583.96, reads: 95452.61, writes: 0.00, response time: 135.63ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 500, tps: 9506.98, reads: 95935.78, writes: 0.00, response time: 149.22ms (95%), errors: 0.00, reconnects:  0.00
[ 151s] threads: 500, tps: 9638.00, reads: 95720.01, writes: 0.00, response time: 134.10ms (95%), errors: 0.00, reconnects:  0.00
[ 152s] threads: 500, tps: 9005.96, reads: 90192.64, writes: 0.00, response time: 125.21ms (95%), errors: 0.00, reconnects:  0.00
[ 153s] threads: 500, tps: 8994.08, reads: 90370.76, writes: 0.00, response time: 132.50ms (95%), errors: 0.00, reconnects:  0.00
[ 154s] threads: 500, tps: 8483.99, reads: 84357.88, writes: 0.00, response time: 115.98ms (95%), errors: 0.00, reconnects:  0.00
[ 155s] threads: 500, tps: 8891.00, reads: 88684.02, writes: 0.00, response time: 133.82ms (95%), errors: 0.00, reconnects:  0.00
[ 156s] threads: 500, tps: 9001.02, reads: 90111.22, writes: 0.00, response time: 116.92ms (95%), errors: 0.00, reconnects:  0.00
[ 157s] threads: 500, tps: 9169.98, reads: 91760.78, writes: 0.00, response time: 140.55ms (95%), errors: 0.00, reconnects:  0.00
[ 158s] threads: 500, tps: 8936.96, reads: 90530.62, writes: 0.00, response time: 125.18ms (95%), errors: 0.00, reconnects:  0.00
[ 159s] threads: 500, tps: 8836.03, reads: 89134.32, writes: 0.00, response time: 121.52ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 500, tps: 9701.01, reads: 95100.14, writes: 0.00, response time: 130.65ms (95%), errors: 0.00, reconnects:  0.00
[ 161s] threads: 500, tps: 8500.00, reads: 86377.96, writes: 0.00, response time: 116.08ms (95%), errors: 0.00, reconnects:  0.00
[ 162s] threads: 500, tps: 8705.97, reads: 85825.71, writes: 0.00, response time: 110.32ms (95%), errors: 0.00, reconnects:  0.00
[ 163s] threads: 500, tps: 9278.98, reads: 92551.79, writes: 0.00, response time: 136.41ms (95%), errors: 0.00, reconnects:  0.00
[ 164s] threads: 500, tps: 9326.03, reads: 93476.26, writes: 0.00, response time: 135.59ms (95%), errors: 0.00, reconnects:  0.00
[ 165s] threads: 500, tps: 9460.02, reads: 94417.21, writes: 0.00, response time: 137.47ms (95%), errors: 0.00, reconnects:  0.00
[ 166s] threads: 500, tps: 9249.00, reads: 92345.03, writes: 0.00, response time: 120.18ms (95%), errors: 0.00, reconnects:  0.00
[ 167s] threads: 500, tps: 8727.99, reads: 87642.91, writes: 0.00, response time: 130.10ms (95%), errors: 0.00, reconnects:  0.00
[ 168s] threads: 500, tps: 9314.01, reads: 92869.08, writes: 0.00, response time: 130.81ms (95%), errors: 0.00, reconnects:  0.00
[ 169s] threads: 500, tps: 8763.01, reads: 87285.08, writes: 0.00, response time: 106.40ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 500, tps: 9463.04, reads: 94823.37, writes: 0.00, response time: 132.70ms (95%), errors: 0.00, reconnects:  0.00
[ 171s] threads: 500, tps: 9187.97, reads: 91887.66, writes: 0.00, response time: 125.74ms (95%), errors: 0.00, reconnects:  0.00
[ 172s] threads: 500, tps: 9338.97, reads: 93687.69, writes: 0.00, response time: 137.22ms (95%), errors: 0.00, reconnects:  0.00
[ 173s] threads: 500, tps: 8996.08, reads: 90667.77, writes: 0.00, response time: 114.94ms (95%), errors: 0.00, reconnects:  0.00
[ 174s] threads: 500, tps: 8739.97, reads: 87036.68, writes: 0.00, response time: 127.52ms (95%), errors: 0.00, reconnects:  0.00
[ 175s] threads: 500, tps: 8813.98, reads: 89013.79, writes: 0.00, response time: 126.38ms (95%), errors: 0.00, reconnects:  0.00
[ 176s] threads: 500, tps: 9459.00, reads: 93192.04, writes: 0.00, response time: 139.92ms (95%), errors: 0.00, reconnects:  0.00
[ 177s] threads: 500, tps: 8887.01, reads: 88211.07, writes: 0.00, response time: 123.50ms (95%), errors: 0.00, reconnects:  0.00
[ 178s] threads: 500, tps: 9030.01, reads: 89268.10, writes: 0.00, response time: 129.25ms (95%), errors: 0.00, reconnects:  0.00
[ 179s] threads: 500, tps: 8672.98, reads: 88413.77, writes: 0.00, response time: 124.62ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 500, tps: 8998.00, reads: 90442.05, writes: 0.00, response time: 131.95ms (95%), errors: 0.00, reconnects:  0.00
[ 181s] threads: 500, tps: 8687.95, reads: 86971.54, writes: 0.00, response time: 130.03ms (95%), errors: 0.00, reconnects:  0.00
[ 182s] threads: 500, tps: 8970.06, reads: 90661.57, writes: 0.00, response time: 136.65ms (95%), errors: 0.00, reconnects:  0.00
[ 183s] threads: 500, tps: 9398.98, reads: 92636.81, writes: 0.00, response time: 121.85ms (95%), errors: 0.00, reconnects:  0.00
[ 184s] threads: 500, tps: 9326.03, reads: 93899.31, writes: 0.00, response time: 140.68ms (95%), errors: 0.00, reconnects:  0.00
[ 185s] threads: 500, tps: 9248.01, reads: 91897.08, writes: 0.00, response time: 129.91ms (95%), errors: 0.00, reconnects:  0.00
[ 186s] threads: 500, tps: 9117.94, reads: 91995.35, writes: 0.00, response time: 126.53ms (95%), errors: 0.00, reconnects:  0.00
[ 187s] threads: 500, tps: 8644.05, reads: 87285.46, writes: 0.00, response time: 126.08ms (95%), errors: 0.00, reconnects:  0.00
[ 188s] threads: 500, tps: 9355.99, reads: 91628.86, writes: 0.00, response time: 131.00ms (95%), errors: 0.00, reconnects:  0.00
[ 189s] threads: 500, tps: 8699.97, reads: 85811.69, writes: 0.00, response time: 114.05ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 500, tps: 8500.03, reads: 86748.34, writes: 0.00, response time: 119.82ms (95%), errors: 0.00, reconnects:  0.00
[ 191s] threads: 500, tps: 9037.98, reads: 90257.79, writes: 0.00, response time: 122.54ms (95%), errors: 0.00, reconnects:  0.00
[ 192s] threads: 500, tps: 8928.02, reads: 89176.18, writes: 0.00, response time: 122.36ms (95%), errors: 0.00, reconnects:  0.00
[ 193s] threads: 500, tps: 8902.99, reads: 88990.87, writes: 0.00, response time: 114.73ms (95%), errors: 0.00, reconnects:  0.00
[ 194s] threads: 500, tps: 9233.03, reads: 92612.26, writes: 0.00, response time: 127.10ms (95%), errors: 0.00, reconnects:  0.00
[ 195s] threads: 500, tps: 8323.97, reads: 81803.75, writes: 0.00, response time: 115.46ms (95%), errors: 0.00, reconnects:  0.00
[ 196s] threads: 500, tps: 9025.98, reads: 91260.80, writes: 0.00, response time: 126.61ms (95%), errors: 0.00, reconnects:  0.00
[ 197s] threads: 500, tps: 8700.05, reads: 87573.45, writes: 0.00, response time: 121.38ms (95%), errors: 0.00, reconnects:  0.00
