data size: 40GB, 20 tables, each 8M rows. Two storage shards, each containing 10 tables. Kunlun-mysql Innodb buffer pool size: 16GB
======================== 500 conns ======================== 
Tue Mar 2 04:14:15 EST 2021
kunlun oltp-randtabs.lua, read(point-selects only) &write 
sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 500
Report intermediate results every 1 second(s)
Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 500, tps: 4606.68, reads: 49250.54, writes: 19261.65, response time: 217.33ms (95%), errors: 0.00, reconnects:  0.00
[ 144s] threads: 500, tps: 5605.99, reads: 55301.90, writes: 22130.96, response time: 163.29ms (95%), errors: 0.00, reconnects:  0.00
[ 145s] threads: 500, tps: 5194.01, reads: 53695.09, writes: 21561.04, response time: 156.59ms (95%), errors: 0.00, reconnects:  0.00
[ 146s] threads: 500, tps: 5473.00, reads: 54890.03, writes: 21886.01, response time: 162.32ms (95%), errors: 0.00, reconnects:  0.00
[ 147s] threads: 500, tps: 5569.00, reads: 52517.97, writes: 21049.99, response time: 169.01ms (95%), errors: 0.00, reconnects:  0.00
[ 148s] threads: 500, tps: 5159.00, reads: 55177.98, writes: 22186.99, response time: 149.94ms (95%), errors: 0.00, reconnects:  0.00
[ 149s] threads: 500, tps: 5431.01, reads: 54216.07, writes: 21614.03, response time: 161.69ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 500, tps: 5336.99, reads: 53488.90, writes: 21195.96, response time: 155.38ms (95%), errors: 0.00, reconnects:  0.00
[ 151s] threads: 500, tps: 5629.99, reads: 55175.90, writes: 21987.96, response time: 164.42ms (95%), errors: 0.00, reconnects:  0.00
[ 152s] threads: 500, tps: 5413.02, reads: 54961.21, writes: 22253.09, response time: 169.82ms (95%), errors: 0.00, reconnects:  0.00
[ 153s] threads: 500, tps: 5598.99, reads: 55285.91, writes: 21974.97, response time: 174.77ms (95%), errors: 0.00, reconnects:  0.00
[ 154s] threads: 500, tps: 5478.94, reads: 54852.42, writes: 21864.77, response time: 184.72ms (95%), errors: 0.00, reconnects:  0.00
[ 155s] threads: 500, tps: 5311.06, reads: 54097.62, writes: 21948.25, response time: 174.35ms (95%), errors: 0.00, reconnects:  0.00
[ 156s] threads: 500, tps: 5488.33, reads: 54174.34, writes: 21316.38, response time: 159.62ms (95%), errors: 0.00, reconnects:  0.00
[ 157s] threads: 500, tps: 5258.64, reads: 53080.47, writes: 21475.62, response time: 175.40ms (95%), errors: 0.00, reconnects:  0.00
[ 158s] threads: 500, tps: 5562.01, reads: 54404.10, writes: 21668.04, response time: 166.40ms (95%), errors: 0.00, reconnects:  0.00
[ 159s] threads: 500, tps: 5411.99, reads: 55264.94, writes: 22248.97, response time: 163.54ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 500, tps: 5261.00, reads: 52009.01, writes: 20408.00, response time: 169.31ms (95%), errors: 0.00, reconnects:  0.00
[ 161s] threads: 500, tps: 5485.91, reads: 54824.11, writes: 21976.64, response time: 167.45ms (95%), errors: 0.00, reconnects:  0.00
[ 162s] threads: 500, tps: 4990.87, reads: 50951.71, writes: 20834.47, response time: 180.79ms (95%), errors: 0.00, reconnects:  0.00
[ 163s] threads: 500, tps: 5574.07, reads: 55009.71, writes: 21469.28, response time: 169.72ms (95%), errors: 0.00, reconnects:  0.00
[ 164s] threads: 500, tps: 5341.15, reads: 53531.51, writes: 21675.61, response time: 172.18ms (95%), errors: 0.00, reconnects:  0.00
[ 165s] threads: 500, tps: 5171.01, reads: 51409.07, writes: 20457.03, response time: 178.85ms (95%), errors: 0.00, reconnects:  0.00
[ 166s] threads: 500, tps: 5399.67, reads: 52787.82, writes: 21207.72, response time: 176.56ms (95%), errors: 0.00, reconnects:  0.00
[ 167s] threads: 500, tps: 5348.25, reads: 53911.51, writes: 21719.01, response time: 169.36ms (95%), errors: 0.00, reconnects:  0.00
[ 168s] threads: 500, tps: 5361.07, reads: 55219.68, writes: 22159.27, response time: 161.83ms (95%), errors: 0.00, reconnects:  0.00
[ 169s] threads: 500, tps: 5414.00, reads: 53384.01, writes: 21199.00, response time: 177.67ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 500, tps: 5225.99, reads: 53018.93, writes: 21300.97, response time: 178.10ms (95%), errors: 0.00, reconnects:  0.00
[ 171s] threads: 500, tps: 5449.01, reads: 53825.05, writes: 21248.02, response time: 172.33ms (95%), errors: 0.00, reconnects:  0.00
[ 172s] threads: 500, tps: 5049.89, reads: 50575.85, writes: 20310.54, response time: 187.28ms (95%), errors: 0.00, reconnects:  0.00
[ 173s] threads: 500, tps: 5374.05, reads: 54118.53, writes: 21906.22, response time: 163.14ms (95%), errors: 0.00, reconnects:  0.00
[ 174s] threads: 500, tps: 5356.78, reads: 53687.80, writes: 21499.12, response time: 157.53ms (95%), errors: 0.00, reconnects:  0.00
[ 175s] threads: 500, tps: 5218.27, reads: 51649.67, writes: 20556.06, response time: 172.33ms (95%), errors: 0.00, reconnects:  0.00
[ 176s] threads: 500, tps: 4502.01, reads: 44624.10, writes: 17995.04, response time: 287.86ms (95%), errors: 0.00, reconnects:  0.00
[ 177s] threads: 500, tps: 5204.00, reads: 52541.98, writes: 20792.99, response time: 164.62ms (95%), errors: 0.00, reconnects:  0.00
[ 178s] threads: 500, tps: 5044.96, reads: 50771.55, writes: 20339.82, response time: 180.95ms (95%), errors: 0.00, reconnects:  0.00
[ 179s] threads: 500, tps: 5395.06, reads: 53831.55, writes: 21447.22, response time: 169.42ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 500, tps: 5335.00, reads: 52913.96, writes: 21132.99, response time: 177.51ms (95%), errors: 0.00, reconnects:  0.00
[ 181s] threads: 500, tps: 5363.23, reads: 51841.56, writes: 20479.06, response time: 175.30ms (95%), errors: 0.00, reconnects:  0.00
[ 182s] threads: 500, tps: 5117.73, reads: 53351.58, writes: 21817.10, response time: 169.52ms (95%), errors: 0.00, reconnects:  0.00
[ 183s] threads: 500, tps: 5342.00, reads: 53257.04, writes: 20869.02, response time: 174.72ms (95%), errors: 0.00, reconnects:  0.00
[ 184s] threads: 500, tps: 5058.00, reads: 50541.00, writes: 20498.00, response time: 194.66ms (95%), errors: 0.00, reconnects:  0.00
[ 185s] threads: 500, tps: 5524.00, reads: 54598.02, writes: 22012.01, response time: 168.66ms (95%), errors: 0.00, reconnects:  0.00
[ 186s] threads: 500, tps: 5236.97, reads: 51811.70, writes: 19689.89, response time: 181.38ms (95%), errors: 0.00, reconnects:  0.00
[ 187s] threads: 500, tps: 5325.03, reads: 54506.29, writes: 22714.12, response time: 162.85ms (95%), errors: 0.00, reconnects:  0.00
[ 188s] threads: 500, tps: 5507.00, reads: 53527.03, writes: 21031.01, response time: 187.90ms (95%), errors: 0.00, reconnects:  0.00
[ 189s] threads: 500, tps: 5040.00, reads: 51979.99, writes: 21232.99, response time: 185.50ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 500, tps: 5588.99, reads: 55223.87, writes: 21821.95, response time: 154.86ms (95%), errors: 0.00, reconnects:  0.00
[ 191s] threads: 500, tps: 5457.01, reads: 54826.12, writes: 21612.05, response time: 161.01ms (95%), errors: 0.00, reconnects:  0.00
[ 192s] threads: 500, tps: 5205.98, reads: 52975.84, writes: 21831.93, response time: 159.28ms (95%), errors: 0.00, reconnects:  0.00
[ 193s] threads: 500, tps: 4973.00, reads: 49164.02, writes: 19568.01, response time: 198.48ms (95%), errors: 0.00, reconnects:  0.00
[ 194s] threads: 500, tps: 5525.02, reads: 55058.20, writes: 22105.08, response time: 174.41ms (95%), errors: 0.00, reconnects:  0.00
