Tue Feb 23 03:06:22 EST 2021
kunlun update_non_index.lua 1st run
sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 500
Report intermediate results every 1 second(s)
Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 500, tps: 0.00, reads: 0.00, writes: 6221.59, response time: 208.59ms (95%), errors: 0.00, reconnects:  0.00
[  31s] threads: 500, tps: 0.00, reads: 0.00, writes: 36769.52, response time: 36.34ms (95%), errors: 0.00, reconnects:  0.00
[  32s] threads: 500, tps: 0.00, reads: 0.00, writes: 38207.51, response time: 33.67ms (95%), errors: 0.00, reconnects:  0.00
[  33s] threads: 500, tps: 0.00, reads: 0.00, writes: 37206.39, response time: 33.32ms (95%), errors: 0.00, reconnects:  0.00
[  34s] threads: 500, tps: 0.00, reads: 0.00, writes: 35862.01, response time: 39.95ms (95%), errors: 0.00, reconnects:  0.00
[  35s] threads: 500, tps: 0.00, reads: 0.00, writes: 36610.84, response time: 34.55ms (95%), errors: 0.00, reconnects:  0.00
[  36s] threads: 500, tps: 0.00, reads: 0.00, writes: 38542.60, response time: 31.59ms (95%), errors: 0.00, reconnects:  0.00
[  37s] threads: 500, tps: 0.00, reads: 0.00, writes: 37628.36, response time: 33.56ms (95%), errors: 0.00, reconnects:  0.00
[  38s] threads: 500, tps: 0.00, reads: 0.00, writes: 37577.23, response time: 31.61ms (95%), errors: 0.00, reconnects:  0.00
[  39s] threads: 500, tps: 0.00, reads: 0.00, writes: 37748.00, response time: 33.39ms (95%), errors: 0.00, reconnects:  0.00
[  40s] threads: 500, tps: 0.00, reads: 0.00, writes: 38261.88, response time: 30.31ms (95%), errors: 0.00, reconnects:  0.00
[  41s] threads: 500, tps: 0.00, reads: 0.00, writes: 37112.09, response time: 34.23ms (95%), errors: 0.00, reconnects:  0.00
[  42s] threads: 500, tps: 0.00, reads: 0.00, writes: 38100.00, response time: 31.13ms (95%), errors: 0.00, reconnects:  0.00
[  43s] threads: 500, tps: 0.00, reads: 0.00, writes: 35936.96, response time: 37.76ms (95%), errors: 0.00, reconnects:  0.00
[  44s] threads: 500, tps: 0.00, reads: 0.00, writes: 37380.95, response time: 35.12ms (95%), errors: 0.00, reconnects:  0.00
[  45s] threads: 500, tps: 0.00, reads: 0.00, writes: 36371.91, response time: 34.31ms (95%), errors: 0.00, reconnects:  0.00
[  46s] threads: 500, tps: 0.00, reads: 0.00, writes: 37864.16, response time: 32.96ms (95%), errors: 0.00, reconnects:  0.00
[  47s] threads: 500, tps: 0.00, reads: 0.00, writes: 37670.97, response time: 33.04ms (95%), errors: 0.00, reconnects:  0.00
[  48s] threads: 500, tps: 0.00, reads: 0.00, writes: 37240.94, response time: 31.46ms (95%), errors: 0.00, reconnects:  0.00
[  49s] threads: 500, tps: 0.00, reads: 0.00, writes: 37359.92, response time: 31.56ms (95%), errors: 0.00, reconnects:  0.00
[  50s] threads: 500, tps: 0.00, reads: 0.00, writes: 38423.21, response time: 31.27ms (95%), errors: 0.00, reconnects:  0.00
[  51s] threads: 500, tps: 0.00, reads: 0.00, writes: 36605.54, response time: 35.82ms (95%), errors: 0.00, reconnects:  0.00
[  52s] threads: 500, tps: 0.00, reads: 0.00, writes: 37211.01, response time: 32.19ms (95%), errors: 0.00, reconnects:  0.00
[  53s] threads: 500, tps: 0.00, reads: 0.00, writes: 38308.94, response time: 33.32ms (95%), errors: 0.00, reconnects:  0.00
[  54s] threads: 500, tps: 0.00, reads: 0.00, writes: 37089.05, response time: 31.79ms (95%), errors: 0.00, reconnects:  0.00
[  55s] threads: 500, tps: 0.00, reads: 0.00, writes: 36248.10, response time: 33.28ms (95%), errors: 0.00, reconnects:  0.00
[  56s] threads: 500, tps: 0.00, reads: 0.00, writes: 38855.05, response time: 29.83ms (95%), errors: 0.00, reconnects:  0.00
[  57s] threads: 500, tps: 0.00, reads: 0.00, writes: 37882.63, response time: 32.35ms (95%), errors: 0.00, reconnects:  0.00
[  58s] threads: 500, tps: 0.00, reads: 0.00, writes: 37475.96, response time: 34.22ms (95%), errors: 0.00, reconnects:  0.00
[  59s] threads: 500, tps: 0.00, reads: 0.00, writes: 35195.01, response time: 38.38ms (95%), errors: 0.00, reconnects:  0.00
[  60s] threads: 500, tps: 0.00, reads: 0.00, writes: 37002.07, response time: 30.53ms (95%), errors: 0.00, reconnects:  0.00
[  61s] threads: 500, tps: 0.00, reads: 0.00, writes: 36169.84, response time: 33.90ms (95%), errors: 0.00, reconnects:  0.00
[  62s] threads: 500, tps: 0.00, reads: 0.00, writes: 37637.17, response time: 31.21ms (95%), errors: 0.00, reconnects:  0.00
[  63s] threads: 500, tps: 0.00, reads: 0.00, writes: 37525.02, response time: 32.23ms (95%), errors: 0.00, reconnects:  0.00
[  64s] threads: 500, tps: 0.00, reads: 0.00, writes: 38148.56, response time: 31.05ms (95%), errors: 0.00, reconnects:  0.00
[  65s] threads: 500, tps: 0.00, reads: 0.00, writes: 37173.16, response time: 31.24ms (95%), errors: 0.00, reconnects:  0.00
[  66s] threads: 500, tps: 0.00, reads: 0.00, writes: 37661.19, response time: 31.04ms (95%), errors: 0.00, reconnects:  0.00
[  67s] threads: 500, tps: 0.00, reads: 0.00, writes: 35967.98, response time: 36.56ms (95%), errors: 0.00, reconnects:  0.00
[  68s] threads: 500, tps: 0.00, reads: 0.00, writes: 35029.06, response time: 35.85ms (95%), errors: 0.00, reconnects:  0.00
[  69s] threads: 500, tps: 0.00, reads: 0.00, writes: 37753.98, response time: 30.68ms (95%), errors: 0.00, reconnects:  0.00
[  70s] threads: 500, tps: 0.00, reads: 0.00, writes: 37876.88, response time: 30.11ms (95%), errors: 0.00, reconnects:  0.00
[  71s] threads: 500, tps: 0.00, reads: 0.00, writes: 37237.45, response time: 32.64ms (95%), errors: 0.00, reconnects:  0.00
[  72s] threads: 500, tps: 0.00, reads: 0.00, writes: 37593.60, response time: 32.67ms (95%), errors: 0.00, reconnects:  0.00
[  73s] threads: 500, tps: 0.00, reads: 0.00, writes: 37800.94, response time: 31.38ms (95%), errors: 0.00, reconnects:  0.00
[  74s] threads: 500, tps: 0.00, reads: 0.00, writes: 37732.13, response time: 33.04ms (95%), errors: 0.00, reconnects:  0.00
[  75s] threads: 500, tps: 0.00, reads: 0.00, writes: 36237.11, response time: 34.78ms (95%), errors: 0.00, reconnects:  0.00
[  76s] threads: 500, tps: 0.00, reads: 0.00, writes: 35941.33, response time: 35.51ms (95%), errors: 0.00, reconnects:  0.00
[  77s] threads: 500, tps: 0.00, reads: 0.00, writes: 38565.89, response time: 29.74ms (95%), errors: 0.00, reconnects:  0.00
[  78s] threads: 500, tps: 0.00, reads: 0.00, writes: 38365.00, response time: 32.17ms (95%), errors: 0.00, reconnects:  0.00
[  79s] threads: 500, tps: 0.00, reads: 0.00, writes: 36210.86, response time: 33.33ms (95%), errors: 0.00, reconnects:  0.00
[  80s] threads: 500, tps: 0.00, reads: 0.00, writes: 36652.10, response time: 34.99ms (95%), errors: 0.00, reconnects:  0.00
[  81s] threads: 500, tps: 0.00, reads: 0.00, writes: 37947.13, response time: 33.79ms (95%), errors: 0.00, reconnects:  0.00
[  82s] threads: 500, tps: 0.00, reads: 0.00, writes: 35388.86, response time: 38.02ms (95%), errors: 0.00, reconnects:  0.00
[  83s] threads: 500, tps: 0.00, reads: 0.00, writes: 37066.23, response time: 32.44ms (95%), errors: 0.00, reconnects:  0.00
[  84s] threads: 500, tps: 0.00, reads: 0.00, writes: 36897.08, response time: 34.30ms (95%), errors: 0.00, reconnects:  0.00
[  85s] threads: 500, tps: 0.00, reads: 0.00, writes: 36057.80, response time: 35.09ms (95%), errors: 0.00, reconnects:  0.00
[  86s] threads: 500, tps: 0.00, reads: 0.00, writes: 36743.97, response time: 33.79ms (95%), errors: 0.00, reconnects:  0.00
[  87s] threads: 500, tps: 0.00, reads: 0.00, writes: 37103.55, response time: 33.80ms (95%), errors: 0.00, reconnects:  0.00
[  88s] threads: 500, tps: 0.00, reads: 0.00, writes: 35242.39, response time: 36.10ms (95%), errors: 0.00, reconnects:  0.00
[  89s] threads: 500, tps: 0.00, reads: 0.00, writes: 38113.68, response time: 31.49ms (95%), errors: 0.00, reconnects:  0.00
[  90s] threads: 500, tps: 0.00, reads: 0.00, writes: 37329.32, response time: 33.73ms (95%), errors: 0.00, reconnects:  0.00
[  91s] threads: 500, tps: 0.00, reads: 0.00, writes: 37158.04, response time: 34.39ms (95%), errors: 0.00, reconnects:  0.00
[  92s] threads: 500, tps: 0.00, reads: 0.00, writes: 35836.67, response time: 34.68ms (95%), errors: 0.00, reconnects:  0.00
[  93s] threads: 500, tps: 0.00, reads: 0.00, writes: 37825.36, response time: 29.72ms (95%), errors: 0.00, reconnects:  0.00
[  94s] threads: 500, tps: 0.00, reads: 0.00, writes: 17022.01, response time: 151.25ms (95%), errors: 0.00, reconnects:  0.00
[  95s] threads: 500, tps: 0.00, reads: 0.00, writes: 6061.00, response time: 188.13ms (95%), errors: 0.00, reconnects:  0.00
[  96s] threads: 500, tps: 0.00, reads: 0.00, writes: 6555.00, response time: 203.11ms (95%), errors: 0.00, reconnects:  0.00
[  97s] threads: 500, tps: 0.00, reads: 0.00, writes: 6812.07, response time: 196.77ms (95%), errors: 0.00, reconnects:  0.00
[  98s] threads: 500, tps: 0.00, reads: 0.00, writes: 6478.94, response time: 199.73ms (95%), errors: 0.00, reconnects:  0.00
[  99s] threads: 500, tps: 0.00, reads: 0.00, writes: 5843.44, response time: 260.63ms (95%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 500, tps: 0.00, reads: 0.00, writes: 6124.57, response time: 189.26ms (95%), errors: 0.00, reconnects:  0.00
[ 101s] threads: 500, tps: 0.00, reads: 0.00, writes: 7747.01, response time: 207.54ms (95%), errors: 0.00, reconnects:  0.00
[ 102s] threads: 500, tps: 0.00, reads: 0.00, writes: 6436.01, response time: 231.43ms (95%), errors: 0.00, reconnects:  0.00
[ 103s] threads: 500, tps: 0.00, reads: 0.00, writes: 3772.99, response time: 399.76ms (95%), errors: 0.00, reconnects:  0.00
[ 104s] threads: 500, tps: 0.00, reads: 0.00, writes: 21700.94, response time: 58.89ms (95%), errors: 0.00, reconnects:  0.00
[ 105s] threads: 500, tps: 0.00, reads: 0.00, writes: 21813.09, response time: 62.06ms (95%), errors: 0.00, reconnects:  0.00
[ 106s] threads: 500, tps: 0.00, reads: 0.00, writes: 24837.00, response time: 51.45ms (95%), errors: 0.00, reconnects:  0.00
[ 107s] threads: 500, tps: 0.00, reads: 0.00, writes: 26617.01, response time: 48.92ms (95%), errors: 0.00, reconnects:  0.00
[ 108s] threads: 500, tps: 0.00, reads: 0.00, writes: 26611.96, response time: 45.25ms (95%), errors: 0.00, reconnects:  0.00
[ 109s] threads: 500, tps: 0.00, reads: 0.00, writes: 27977.10, response time: 48.35ms (95%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 500, tps: 0.00, reads: 0.00, writes: 37142.67, response time: 33.12ms (95%), errors: 0.00, reconnects:  0.00
[ 111s] threads: 500, tps: 0.00, reads: 0.00, writes: 37107.71, response time: 36.30ms (95%), errors: 0.00, reconnects:  0.00
[ 112s] threads: 500, tps: 0.00, reads: 0.00, writes: 36592.88, response time: 34.75ms (95%), errors: 0.00, reconnects:  0.00
[ 113s] threads: 500, tps: 0.00, reads: 0.00, writes: 37730.12, response time: 32.42ms (95%), errors: 0.00, reconnects:  0.00
[ 114s] threads: 500, tps: 0.00, reads: 0.00, writes: 36287.00, response time: 33.84ms (95%), errors: 0.00, reconnects:  0.00
[ 115s] threads: 500, tps: 0.00, reads: 0.00, writes: 38044.97, response time: 30.31ms (95%), errors: 0.00, reconnects:  0.00
[ 116s] threads: 500, tps: 0.00, reads: 0.00, writes: 38130.10, response time: 31.87ms (95%), errors: 0.00, reconnects:  0.00
[ 117s] threads: 500, tps: 0.00, reads: 0.00, writes: 38160.00, response time: 30.22ms (95%), errors: 0.00, reconnects:  0.00
[ 118s] threads: 500, tps: 0.00, reads: 0.00, writes: 36660.75, response time: 34.28ms (95%), errors: 0.00, reconnects:  0.00
[ 119s] threads: 500, tps: 0.00, reads: 0.00, writes: 35637.18, response time: 38.65ms (95%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 500, tps: 0.00, reads: 0.00, writes: 37253.04, response time: 32.96ms (95%), errors: 0.00, reconnects:  0.00
[ 121s] threads: 500, tps: 0.00, reads: 0.00, writes: 38546.81, response time: 32.31ms (95%), errors: 0.00, reconnects:  0.00
[ 122s] threads: 500, tps: 0.00, reads: 0.00, writes: 37703.50, response time: 31.68ms (95%), errors: 0.00, reconnects:  0.00
[ 123s] threads: 500, tps: 0.00, reads: 0.00, writes: 37370.64, response time: 35.65ms (95%), errors: 0.00, reconnects:  0.00
[ 124s] threads: 500, tps: 0.00, reads: 0.00, writes: 37333.01, response time: 33.43ms (95%), errors: 0.00, reconnects:  0.00
[ 125s] threads: 500, tps: 0.00, reads: 0.00, writes: 35569.00, response time: 34.62ms (95%), errors: 0.00, reconnects:  0.00
[ 126s] threads: 500, tps: 0.00, reads: 0.00, writes: 37912.75, response time: 30.01ms (95%), errors: 0.00, reconnects:  0.00
[ 127s] threads: 500, tps: 0.00, reads: 0.00, writes: 36154.62, response time: 37.51ms (95%), errors: 0.00, reconnects:  0.00
[ 128s] threads: 500, tps: 0.00, reads: 0.00, writes: 37236.64, response time: 32.12ms (95%), errors: 0.00, reconnects:  0.00
[ 129s] threads: 500, tps: 0.00, reads: 0.00, writes: 36378.00, response time: 32.99ms (95%), errors: 0.00, reconnects:  0.00
[ 130s] threads: 500, tps: 0.00, reads: 0.00, writes: 37828.03, response time: 31.36ms (95%), errors: 0.00, reconnects:  0.00
[ 131s] threads: 500, tps: 0.00, reads: 0.00, writes: 37267.95, response time: 31.82ms (95%), errors: 0.00, reconnects:  0.00
[ 132s] threads: 500, tps: 0.00, reads: 0.00, writes: 35385.23, response time: 35.61ms (95%), errors: 0.00, reconnects:  0.00
[ 133s] threads: 500, tps: 0.00, reads: 0.00, writes: 38440.89, response time: 31.41ms (95%), errors: 0.00, reconnects:  0.00
[ 134s] threads: 500, tps: 0.00, reads: 0.00, writes: 38267.03, response time: 32.21ms (95%), errors: 0.00, reconnects:  0.00
[ 135s] threads: 500, tps: 0.00, reads: 0.00, writes: 36812.89, response time: 37.71ms (95%), errors: 0.00, reconnects:  0.00
[ 136s] threads: 500, tps: 0.00, reads: 0.00, writes: 36047.75, response time: 35.03ms (95%), errors: 0.00, reconnects:  0.00
[ 137s] threads: 500, tps: 0.00, reads: 0.00, writes: 37571.33, response time: 31.15ms (95%), errors: 0.00, reconnects:  0.00
[ 138s] threads: 500, tps: 0.00, reads: 0.00, writes: 37086.59, response time: 34.44ms (95%), errors: 0.00, reconnects:  0.00
[ 139s] threads: 500, tps: 0.00, reads: 0.00, writes: 36361.35, response time: 36.49ms (95%), errors: 0.00, reconnects:  0.00
[ 140s] threads: 500, tps: 0.00, reads: 0.00, writes: 38043.20, response time: 30.60ms (95%), errors: 0.00, reconnects:  0.00
[ 141s] threads: 500, tps: 0.00, reads: 0.00, writes: 37473.72, response time: 32.84ms (95%), errors: 0.00, reconnects:  0.00
[ 142s] threads: 500, tps: 0.00, reads: 0.00, writes: 36418.04, response time: 33.85ms (95%), errors: 0.00, reconnects:  0.00
[ 143s] threads: 500, tps: 0.00, reads: 0.00, writes: 37286.08, response time: 34.97ms (95%), errors: 0.00, reconnects:  0.00
[ 144s] threads: 500, tps: 0.00, reads: 0.00, writes: 35497.94, response time: 37.87ms (95%), errors: 0.00, reconnects:  0.00
[ 145s] threads: 500, tps: 0.00, reads: 0.00, writes: 37774.97, response time: 32.15ms (95%), errors: 0.00, reconnects:  0.00
[ 146s] threads: 500, tps: 0.00, reads: 0.00, writes: 36702.43, response time: 32.96ms (95%), errors: 0.00, reconnects:  0.00
[ 147s] threads: 500, tps: 0.00, reads: 0.00, writes: 36887.53, response time: 34.26ms (95%), errors: 0.00, reconnects:  0.00
[ 148s] threads: 500, tps: 0.00, reads: 0.00, writes: 38275.12, response time: 29.85ms (95%), errors: 0.00, reconnects:  0.00
[ 149s] threads: 500, tps: 0.00, reads: 0.00, writes: 38093.97, response time: 32.82ms (95%), errors: 0.00, reconnects:  0.00
[ 150s] threads: 500, tps: 0.00, reads: 0.00, writes: 37634.97, response time: 32.40ms (95%), errors: 0.00, reconnects:  0.00
[ 151s] threads: 500, tps: 0.00, reads: 0.00, writes: 37633.40, response time: 33.25ms (95%), errors: 0.00, reconnects:  0.00
[ 152s] threads: 500, tps: 0.00, reads: 0.00, writes: 36766.56, response time: 34.96ms (95%), errors: 0.00, reconnects:  0.00
[ 153s] threads: 500, tps: 0.00, reads: 0.00, writes: 36054.90, response time: 35.88ms (95%), errors: 0.00, reconnects:  0.00
[ 154s] threads: 500, tps: 0.00, reads: 0.00, writes: 37288.94, response time: 33.33ms (95%), errors: 0.00, reconnects:  0.00
[ 155s] threads: 500, tps: 0.00, reads: 0.00, writes: 37169.25, response time: 33.80ms (95%), errors: 0.00, reconnects:  0.00
[ 156s] threads: 500, tps: 0.00, reads: 0.00, writes: 37529.79, response time: 31.16ms (95%), errors: 0.00, reconnects:  0.00
[ 157s] threads: 500, tps: 0.00, reads: 0.00, writes: 37661.19, response time: 31.88ms (95%), errors: 0.00, reconnects:  0.00
[ 158s] threads: 500, tps: 0.00, reads: 0.00, writes: 36871.00, response time: 32.31ms (95%), errors: 0.00, reconnects:  0.00
[ 159s] threads: 500, tps: 0.00, reads: 0.00, writes: 36069.94, response time: 33.95ms (95%), errors: 0.00, reconnects:  0.00
[ 160s] threads: 500, tps: 0.00, reads: 0.00, writes: 36485.09, response time: 34.52ms (95%), errors: 0.00, reconnects:  0.00
[ 161s] threads: 500, tps: 0.00, reads: 0.00, writes: 37448.00, response time: 30.62ms (95%), errors: 0.00, reconnects:  0.00
[ 162s] threads: 500, tps: 0.00, reads: 0.00, writes: 37854.84, response time: 31.35ms (95%), errors: 0.00, reconnects:  0.00
[ 163s] threads: 500, tps: 0.00, reads: 0.00, writes: 37987.21, response time: 31.28ms (95%), errors: 0.00, reconnects:  0.00
[ 164s] threads: 500, tps: 0.00, reads: 0.00, writes: 36930.13, response time: 33.15ms (95%), errors: 0.00, reconnects:  0.00
[ 165s] threads: 500, tps: 0.00, reads: 0.00, writes: 37113.84, response time: 31.31ms (95%), errors: 0.00, reconnects:  0.00
[ 166s] threads: 500, tps: 0.00, reads: 0.00, writes: 36109.98, response time: 34.13ms (95%), errors: 0.00, reconnects:  0.00
[ 167s] threads: 500, tps: 0.00, reads: 0.00, writes: 36531.64, response time: 31.71ms (95%), errors: 0.00, reconnects:  0.00
[ 168s] threads: 500, tps: 0.00, reads: 0.00, writes: 36478.61, response time: 33.99ms (95%), errors: 0.00, reconnects:  0.00
[ 169s] threads: 500, tps: 0.00, reads: 0.00, writes: 37149.72, response time: 31.20ms (95%), errors: 0.00, reconnects:  0.00
[ 170s] threads: 500, tps: 0.00, reads: 0.00, writes: 37337.92, response time: 32.59ms (95%), errors: 0.00, reconnects:  0.00
[ 171s] threads: 500, tps: 0.00, reads: 0.00, writes: 37448.05, response time: 30.39ms (95%), errors: 0.00, reconnects:  0.00
[ 172s] threads: 500, tps: 0.00, reads: 0.00, writes: 36946.51, response time: 33.56ms (95%), errors: 0.00, reconnects:  0.00
[ 173s] threads: 500, tps: 0.00, reads: 0.00, writes: 37019.45, response time: 36.12ms (95%), errors: 0.00, reconnects:  0.00
[ 174s] threads: 500, tps: 0.00, reads: 0.00, writes: 37986.09, response time: 31.34ms (95%), errors: 0.00, reconnects:  0.00
[ 175s] threads: 500, tps: 0.00, reads: 0.00, writes: 37267.18, response time: 32.26ms (95%), errors: 0.00, reconnects:  0.00
[ 176s] threads: 500, tps: 0.00, reads: 0.00, writes: 37983.77, response time: 30.65ms (95%), errors: 0.00, reconnects:  0.00
[ 177s] threads: 500, tps: 0.00, reads: 0.00, writes: 36292.92, response time: 35.40ms (95%), errors: 0.00, reconnects:  0.00
[ 178s] threads: 500, tps: 0.00, reads: 0.00, writes: 37260.17, response time: 31.70ms (95%), errors: 0.00, reconnects:  0.00
[ 179s] threads: 500, tps: 0.00, reads: 0.00, writes: 37864.95, response time: 31.40ms (95%), errors: 0.00, reconnects:  0.00
[ 180s] threads: 500, tps: 0.00, reads: 0.00, writes: 19189.05, response time: 131.16ms (95%), errors: 0.00, reconnects:  0.00
[ 181s] threads: 500, tps: 0.00, reads: 0.00, writes: 6597.99, response time: 206.42ms (95%), errors: 0.00, reconnects:  0.00
[ 182s] threads: 500, tps: 0.00, reads: 0.00, writes: 6941.02, response time: 197.65ms (95%), errors: 0.00, reconnects:  0.00
[ 183s] threads: 500, tps: 0.00, reads: 0.00, writes: 5555.97, response time: 281.30ms (95%), errors: 0.00, reconnects:  0.00
[ 184s] threads: 500, tps: 0.00, reads: 0.00, writes: 5596.94, response time: 249.48ms (95%), errors: 0.00, reconnects:  0.00
[ 185s] threads: 500, tps: 0.00, reads: 0.00, writes: 7390.09, response time: 208.91ms (95%), errors: 0.00, reconnects:  0.00
[ 186s] threads: 500, tps: 0.00, reads: 0.00, writes: 6186.00, response time: 215.06ms (95%), errors: 0.00, reconnects:  0.00
[ 187s] threads: 500, tps: 0.00, reads: 0.00, writes: 6252.01, response time: 206.85ms (95%), errors: 0.00, reconnects:  0.00
[ 188s] threads: 500, tps: 0.00, reads: 0.00, writes: 6493.99, response time: 204.94ms (95%), errors: 0.00, reconnects:  0.00
[ 189s] threads: 500, tps: 0.00, reads: 0.00, writes: 3518.01, response time: 491.91ms (95%), errors: 0.00, reconnects:  0.00
[ 190s] threads: 500, tps: 0.00, reads: 0.00, writes: 22192.00, response time: 56.64ms (95%), errors: 0.00, reconnects:  0.00
[ 191s] threads: 500, tps: 0.00, reads: 0.00, writes: 24294.93, response time: 51.27ms (95%), errors: 0.00, reconnects:  0.00
[ 192s] threads: 500, tps: 0.00, reads: 0.00, writes: 24797.08, response time: 47.97ms (95%), errors: 0.00, reconnects:  0.00
[ 193s] threads: 500, tps: 0.00, reads: 0.00, writes: 24897.44, response time: 51.13ms (95%), errors: 0.00, reconnects:  0.00
[ 194s] threads: 500, tps: 0.00, reads: 0.00, writes: 26005.80, response time: 46.56ms (95%), errors: 0.00, reconnects:  0.00
[ 195s] threads: 500, tps: 0.00, reads: 0.00, writes: 27821.99, response time: 47.15ms (95%), errors: 0.00, reconnects:  0.00
[ 196s] threads: 500, tps: 0.00, reads: 0.00, writes: 36991.42, response time: 33.81ms (95%), errors: 0.00, reconnects:  0.00
[ 197s] threads: 500, tps: 0.00, reads: 0.00, writes: 36687.51, response time: 36.81ms (95%), errors: 0.00, reconnects:  0.00
[ 198s] threads: 500, tps: 0.00, reads: 0.00, writes: 36874.63, response time: 33.55ms (95%), errors: 0.00, reconnects:  0.00
[ 199s] threads: 500, tps: 0.00, reads: 0.00, writes: 37441.45, response time: 31.76ms (95%), errors: 0.00, reconnects:  0.00
[ 200s] threads: 500, tps: 0.00, reads: 0.00, writes: 37848.98, response time: 30.61ms (95%), errors: 0.00, reconnects:  0.00
[ 201s] threads: 500, tps: 0.00, reads: 0.00, writes: 36930.71, response time: 33.32ms (95%), errors: 0.00, reconnects:  0.00
[ 202s] threads: 500, tps: 0.00, reads: 0.00, writes: 37371.20, response time: 31.01ms (95%), errors: 0.00, reconnects:  0.00
